acc,status,balance,transferred,ms,note
bui291,OK,475,475,4044,
bui2910,OK,1150,1150,3364,
bui2911,OK,425,425,3278,
bui2912,OK,450,450,2891,
bui2913,OK,550,550,2539,
bui2914,OK,1400,1400,3529,
bui2915,OK,475,475,4200,
bui2916,OK,900,900,3583,
bui2917,OK,700,700,2825,
bui2918,OK,500,500,4270,
bui2919,OK,410,410,3218,
bui292,OK,500,500,3866,
bui2920,OK,475,475,4405,
bui2921,OK,425,425,3441,
bui2922,OK,900,900,3320,
bui2923,OK,425,425,3862,
bui2924,OK,475,475,2561,
bui2925,OK,1400,1400,2654,
bui2926,OK,450,450,3626,
bui2927,OK,650,650,3324,
bui2928,OK,475,475,3936,
bui2929,OK,650,650,2812,
bui293,OK,1150,1150,2398,
bui2930,OK,700,700,3679,
bui2931,OK,450,450,2669,
bui2932,OK,450,450,3521,
bui2933,OK,500,500,2849,
bui2934,OK,900,900,3498,
bui2935,OK,475,475,2912,
bui2936,OK,475,475,2742,
bui2937,OK,700,700,3682,
bui2938,OK,450,450,3414,
bui2939,OK,1150,1150,3273,
bui294,OK,410,410,2973,
bui2940,OK,410,410,2785,
bui2941,OK,550,550,6376,
bui2942,OK,900,900,3927,
bui2943,OK,650,650,3172,
bui2944,OK,410,410,3171,
bui2945,OK,550,550,4952,
bui2946,OK,1150,1150,3275,
bui2947,OK,475,475,3911,
bui2948,OK,425,425,2839,
bui2949,OK,450,450,3044,
bui295,OK,450,450,2922,
bui2950,OK,475,475,3082,
bui2951,OK,900,900,2571,
bui2952,OK,425,425,2781,
bui2953,OK,475,475,3623,
bui2954,OK,450,450,3590,
bui2955,OK,475,475,3946,
bui2956,OK,650,650,2702,
bui2957,OK,410,410,5364,
bui2958,OK,700,700,3250,
bui2959,OK,600,600,4076,
bui296,OK,1400,1400,2919,
bui2960,OK,500,500,3590,
bui2961,OK,450,450,2922,
bui2962,OK,475,475,4596,
bui2963,OK,475,475,4564,
bui2964,OK,425,425,2915,
bui2965,OK,600,600,2843,
bui2966,OK,425,425,3028,
bui2967,OK,900,900,4501,
bui2968,OK,900,900,2786,
bui2969,OK,700,700,3548,
bui297,OK,1400,1400,2798,
bui2970,OK,600,600,4407,
bui2971,OK,410,410,3873,
bui2972,OK,475,475,3095,
bui2973,OK,650,650,2463,
bui2974,OK,550,550,3100,
bui2975,OK,900,900,3195,
bui2976,OK,500,500,4502,
bui2977,OK,500,500,3441,
bui2978,OK,475,475,3085,
bui2979,OK,700,700,4462,
bui298,OK,475,475,4357,
bui2980,OK,450,450,3892,
bui2981,OK,1150,1150,2709,
bui2982,OK,650,650,5887,
bui2983,OK,550,550,2712,
bui2984,OK,550,550,4012,
bui2985,OK,1400,1400,2787,
bui2986,OK,600,600,2754,
bui2987,OK,650,650,3288,
bui2988,OK,410,410,2942,
bui2989,OK,700,700,2809,
bui299,OK,500,500,6128,
bui2990,OK,700,700,3165,
bui2991,OK,550,550,5464,
bui2992,OK,1150,1150,3138,
bui2993,OK,550,550,2491,
bui2994,OK,475,475,3308,
bui2995,OK,475,475,3248,
bui2996,OK,1400,1400,3202,
bui2997,OK,410,410,3266,
bui2998,OK,500,500,3588,
bui2999,OK,500,500,3717,
bui3,OK,900,900,3489,
bui30,OK,1150,1150,5603,
bui300,OK,1400,1400,2948,
bui3000,OK,550,550,2787,
bui3001,OK,700,700,3393,
bui3002,OK,550,550,3424,
bui3003,OK,450,450,4149,
bui3004,OK,1400,1400,3985,
bui3005,OK,550,550,5101,
bui3006,OK,550,550,4033,
bui3007,OK,1400,1400,3849,
bui3008,OK,550,550,3642,
bui3009,OK,700,700,6904,
bui301,OK,550,550,3397,
bui3010,OK,410,410,3082,
bui3011,OK,1150,1150,4001,
bui3012,OK,1400,1400,3322,
bui3013,OK,410,410,3512,
bui3014,OK,600,600,3080,
bui3015,OK,475,475,3059,
bui3016,OK,450,450,3785,
bui3017,OK,475,475,3845,
bui3018,OK,425,425,6218,
bui3019,OK,550,550,3645,
bui302,OK,650,650,5898,
bui3020,OK,475,475,3010,
bui3021,OK,900,900,5556,
bui3022,OK,500,500,3526,
bui3023,OK,900,900,3836,
bui3024,OK,425,425,3215,
bui3025,OK,1150,1150,4094,
bui3026,OK,475,475,3482,
bui3027,OK,500,500,5686,
bui3028,OK,500,500,7136,
bui3029,OK,410,410,5360,
bui303,OK,650,650,2435,
bui3030,OK,700,700,2732,
bui3031,OK,550,550,3651,
bui3032,OK,475,475,3008,
bui3033,OK,600,600,3502,
bui3034,OK,700,700,3130,
bui3035,OK,700,700,3214,
bui3036,OK,425,425,3170,
bui3037,OK,700,700,3258,
bui3038,OK,550,550,3784,
bui3039,OK,700,700,3368,
bui304,OK,1150,1150,3098,
bui3040,OK,1400,1400,2894,
bui3041,OK,450,450,3792,
bui3042,OK,410,410,4615,
bui3043,OK,410,410,3267,
bui3044,OK,550,550,2978,
bui3045,OK,450,450,3379,
bui3046,OK,475,475,3212,
bui3047,OK,550,550,3031,
bui3048,OK,900,900,2977,
bui3049,OK,600,600,3768,
bui305,OK,410,410,3704,
bui3050,OK,650,650,3751,
bui3051,OK,475,475,4758,
bui3052,OK,650,650,3775,
bui3053,OK,475,475,2405,
bui3054,OK,475,475,2714,
bui3055,OK,900,900,3683,
bui3056,OK,450,450,3184,
bui3057,OK,425,425,4417,
bui3058,OK,550,550,2832,
bui3059,OK,1400,1400,3080,
bui306,OK,475,475,3652,
bui3060,OK,700,700,2812,
bui3061,OK,410,410,2904,
bui3062,OK,1400,1400,2981,
bui3063,OK,650,650,3255,
bui3064,OK,450,450,2612,
bui3065,OK,900,900,3793,
bui3066,OK,700,700,2635,
bui3067,OK,410,410,3354,
bui3068,OK,475,475,3112,
bui3069,OK,900,900,3925,
bui307,OK,650,650,3522,
bui3070,OK,550,550,3041,
bui3071,OK,425,425,5088,
bui3072,OK,600,600,3073,
bui3073,OK,425,425,3113,
bui3074,OK,425,425,2986,
bui3075,OK,425,425,2781,
bui3076,OK,550,550,3517,
bui3077,OK,1400,1400,5554,
bui3078,OK,475,475,3711,
bui3079,OK,600,600,2785,
bui308,OK,1400,1400,3021,
bui3080,OK,600,600,3286,
bui3081,OK,410,410,3004,
bui3082,OK,900,900,3080,
bui3083,OK,1150,1150,5572,
bui3084,OK,450,450,3250,
bui3085,OK,550,550,3346,
bui3086,OK,475,475,3813,
bui3087,OK,650,650,2719,
bui3088,OK,700,700,6399,
bui3089,OK,425,425,3323,
bui309,OK,450,450,4189,
bui3090,OK,425,425,3468,
bui3091,OK,1150,1150,2773,
bui3092,OK,450,450,2934,
bui3093,OK,700,700,2804,
bui3094,OK,475,475,2388,
bui3095,OK,1400,1400,3453,
bui3096,OK,1400,1400,2696,
bui3097,OK,700,700,3324,
bui3098,OK,475,475,2778,
bui3099,OK,450,450,3411,
bui31,OK,500,500,3855,
bui310,OK,425,425,3949,
bui3100,OK,600,600,3498,
bui3101,OK,1150,1150,2635,
bui3102,OK,650,650,4275,
bui3103,OK,1400,1400,3604,
bui3104,OK,410,410,3806,
bui3105,OK,700,700,2849,
bui3106,OK,475,475,3954,
bui3107,OK,475,475,3650,
bui3108,OK,500,500,3657,
bui3109,OK,550,550,2669,
bui311,OK,550,550,5418,
bui3110,OK,700,700,3466,
bui3111,OK,550,550,3444,
bui3112,OK,900,900,2700,
bui3113,OK,450,450,4020,
bui3114,OK,500,500,3753,
bui3115,OK,1400,1400,2543,
bui3116,OK,650,650,3005,
bui3117,OK,425,425,3656,
bui3118,OK,650,650,3476,
bui3119,OK,410,410,3222,
bui312,OK,1400,1400,3074,
bui3120,OK,475,475,2931,
bui3121,OK,700,700,2798,
bui3122,OK,1400,1400,2451,
bui3123,OK,550,550,3737,
bui3124,OK,1400,1400,3273,
bui3125,OK,900,900,4274,
bui3126,OK,600,600,2879,
bui3127,OK,600,600,3243,
bui3128,OK,425,425,3402,
bui3129,OK,425,425,3494,
bui313,OK,1150,1150,3147,
bui3130,OK,425,425,3192,
bui3131,OK,410,410,3644,
bui3132,OK,1150,1150,2956,
bui3133,OK,500,500,2741,
bui3134,OK,500,500,3574,
bui3135,OK,410,410,2555,
bui3136,OK,425,425,2863,
bui3137,OK,550,550,3216,
bui3138,OK,475,475,3270,
bui3139,OK,650,650,2921,
bui314,OK,1150,1150,5410,
bui3140,OK,425,425,3552,
bui3141,OK,500,500,5246,
bui3142,OK,550,550,4288,
bui3143,OK,900,900,4690,
bui3144,OK,1150,1150,3660,
bui3145,OK,475,475,2975,
bui3146,OK,410,410,3997,
bui3147,OK,425,425,3721,
bui3148,OK,900,900,2750,
bui3149,OK,450,450,2722,
bui315,OK,550,550,2967,
bui3150,OK,425,425,2949,
bui3151,OK,650,650,3741,
bui3152,OK,700,700,4221,
bui3153,OK,900,900,4828,
bui3154,OK,475,475,5304,
bui3155,OK,1400,1400,3873,
bui3156,OK,900,900,2896,
bui3157,OK,425,425,3206,
bui3158,OK,450,450,3300,
bui3159,OK,1150,1150,2426,
bui316,OK,410,410,2487,
bui3160,OK,650,650,2950,
bui3161,OK,1400,1400,7642,
bui3162,OK,550,550,3303,
bui3163,OK,1400,1400,2971,
bui3164,OK,650,650,3284,
bui3165,OK,410,410,3239,
bui3166,OK,425,425,3250,
bui3167,OK,425,425,3270,
bui3168,OK,650,650,2616,
bui3169,OK,700,700,3151,
bui317,OK,550,550,4118,
bui3170,OK,700,700,4713,
bui3171,OK,900,900,2517,
bui3172,OK,475,475,4448,
bui3173,OK,410,410,4349,
bui3174,OK,1150,1150,3568,
bui3175,OK,425,425,4174,
bui3176,OK,1150,1150,4103,
bui3177,OK,500,500,2952,
bui3178,OK,900,900,3269,
bui3179,OK,450,450,2812,
bui318,OK,650,650,3069,
bui3180,OK,425,425,3434,
bui3181,OK,410,410,2540,
bui3182,OK,410,410,2373,
bui3183,OK,475,475,2674,
bui3184,OK,425,425,2665,
bui3185,OK,1400,1400,3315,
bui3186,OK,1400,1400,3483,
bui3187,OK,650,650,2411,
bui3188,OK,550,550,2987,
bui3189,OK,425,425,2539,
bui319,OK,700,700,3886,
bui3190,OK,900,900,6596,
bui3191,OK,550,550,3118,
bui3192,OK,425,425,3394,
bui3193,OK,425,425,2523,
bui3194,OK,1400,1400,2778,
bui3195,OK,450,450,5183,
bui3196,OK,900,900,4288,
bui3197,OK,700,700,3210,
bui3198,OK,450,450,2919,
bui3199,OK,500,500,2944,
bui32,OK,700,700,3992,
bui320,OK,650,650,3646,
bui3200,OK,500,500,2714,
bui3201,OK,1150,1150,4197,
bui3202,OK,475,475,2479,
bui3203,OK,700,700,3513,
bui3204,OK,1400,1400,4728,
bui3205,OK,1400,1400,2749,
bui3206,OK,650,650,3203,
bui3207,OK,410,410,2851,
bui3208,OK,500,500,2769,
bui3209,OK,550,550,4137,
bui321,OK,550,550,2754,
bui3210,OK,700,700,2586,
bui3211,OK,410,410,2661,
bui3212,OK,500,500,2586,
bui3213,OK,410,410,2899,
bui3214,OK,425,425,2975,
bui3215,OK,600,600,3336,
bui3216,OK,410,410,2882,
bui3217,OK,1150,1150,3468,
bui3218,OK,500,500,3148,
bui3219,OK,425,425,2978,
bui322,OK,475,475,7003,
bui3220,OK,1400,1400,3135,
bui3221,OK,700,700,2977,
bui3222,OK,1150,1150,4170,
bui3223,OK,500,500,3109,
bui3224,OK,1400,1400,2792,
bui3225,OK,600,600,2818,
bui3226,OK,500,500,3912,
bui3227,OK,900,900,4856,
bui3228,OK,900,900,2799,
bui3229,OK,500,500,2969,
bui323,OK,425,425,3337,
bui3230,OK,450,450,4104,
bui3231,OK,600,600,3393,
bui3232,OK,650,650,3383,
bui3233,OK,650,650,3224,
bui3234,OK,600,600,3620,
bui3235,OK,1150,1150,2664,
bui3236,OK,1150,1150,3410,
bui3237,OK,410,410,4616,
bui3238,OK,475,475,3764,
bui3239,OK,600,600,2755,
bui324,OK,700,700,2602,
bui3240,OK,450,450,3404,
bui3241,OK,550,550,3773,
bui3242,OK,410,410,2993,
bui3243,OK,700,700,3467,
bui3244,OK,700,700,3768,
bui3245,OK,475,475,3369,
bui3246,OK,410,410,2813,
bui3247,OK,1400,1400,2901,
bui3248,OK,1400,1400,5561,
bui3249,OK,650,650,4832,
bui325,OK,425,425,2957,
bui3250,OK,450,450,2790,
bui3251,OK,550,550,2673,
bui3252,OK,410,410,3732,
bui3253,OK,410,410,3996,
bui3254,OK,500,500,4425,
bui3255,OK,550,550,3430,
bui3256,OK,410,410,3267,
bui3257,OK,700,700,3240,
bui3258,OK,1150,1150,3196,
bui3259,OK,550,550,3151,
bui326,OK,450,450,3570,
bui3260,OK,700,700,2736,
bui3261,OK,475,475,2488,
bui3262,OK,450,450,2748,
bui3263,OK,450,450,2843,
bui3264,OK,450,450,3513,
bui3265,OK,475,475,3263,
bui3266,OK,425,425,3412,
bui3267,OK,1400,1400,3580,
bui3268,OK,500,500,4435,
bui3269,OK,700,700,2592,
bui327,OK,900,900,2421,
bui3270,OK,600,600,7670,
bui3271,OK,475,475,3379,
bui3272,OK,1150,1150,2819,
bui3273,OK,650,650,2985,
bui3274,OK,900,900,2807,
bui3275,OK,700,700,3255,
bui3276,OK,1400,1400,3496,
bui3277,OK,900,900,3278,
bui3278,OK,475,475,3505,
bui3279,OK,425,425,2578,
bui328,OK,475,475,3330,
bui3280,OK,1150,1150,3318,
bui3281,OK,900,900,3812,
bui3282,OK,650,650,5374,
bui3283,OK,425,425,8446,
bui3284,OK,1150,1150,2997,
bui3285,OK,650,650,3476,
bui3286,OK,650,650,2475,
bui3287,OK,1150,1150,4940,
bui3288,OK,500,500,3278,
bui3289,OK,900,900,3424,
bui329,OK,1400,1400,2792,
bui3290,OK,500,500,4377,
bui3291,OK,410,410,4230,
bui3292,OK,600,600,3002,
bui3293,OK,900,900,2645,
bui3294,OK,550,550,4830,
bui3295,OK,425,425,3585,
bui3296,OK,550,550,3579,
bui3297,OK,650,650,2972,
bui3298,OK,550,550,3075,
bui3299,OK,900,900,2506,
bui33,OK,475,475,3423,
bui330,OK,550,550,2761,
bui3300,OK,600,600,13039,
bui3301,OK,1150,1150,3262,
bui3302,OK,650,650,2655,
bui3303,OK,450,450,3857,
bui3304,OK,900,900,3779,
bui3305,OK,1400,1400,3762,
bui3306,OK,550,550,2760,
bui3307,OK,450,450,2982,
bui3308,OK,1150,1150,2595,
bui3309,OK,425,425,3642,
bui331,OK,1150,1150,3008,
bui3310,OK,1400,1400,3044,
bui3311,OK,1400,1400,2927,
bui3312,OK,410,410,4936,
bui3313,OK,700,700,7823,
bui3314,OK,550,550,6398,
bui3315,OK,1400,1400,2646,
bui3316,OK,1400,1400,4819,
bui3317,OK,425,425,3210,
bui3318,OK,900,900,3574,
bui3319,OK,1400,1400,3137,
bui332,OK,900,900,4427,
bui3320,OK,700,700,3867,
bui3321,OK,700,700,4780,
bui3322,OK,500,500,3534,
bui3323,OK,650,650,5372,
bui3324,OK,550,550,2855,
bui3325,OK,450,450,2704,
bui3326,OK,650,650,3989,
bui3327,OK,550,550,3022,
bui3328,OK,900,900,2947,
bui3329,OK,425,425,4091,
bui333,OK,425,425,2674,
bui3330,OK,650,650,2550,
bui3331,OK,900,900,4516,
bui3332,OK,410,410,3849,
bui3333,OK,500,500,2616,
bui3334,OK,1400,1400,3214,
bui3335,OK,650,650,4396,
bui3336,OK,550,550,3025,
bui3337,OK,450,450,4450,
bui3338,OK,700,700,4247,
bui3339,OK,425,425,3479,
bui334,OK,1150,1150,2898,
bui3340,OK,900,900,4359,
bui3341,OK,475,475,3546,
bui3342,OK,475,475,2905,
bui3343,OK,475,475,2566,
bui3344,OK,650,650,3541,
bui3345,OK,410,410,2605,
bui3346,OK,500,500,2739,
bui3347,OK,500,500,2540,
bui3348,OK,410,410,2487,
bui3349,OK,475,475,5823,
bui335,OK,410,410,3721,
bui3350,OK,410,410,2764,
bui3351,OK,700,700,2800,
bui3352,OK,450,450,3001,
bui3353,OK,1150,1150,2950,
bui3354,OK,600,600,2761,
bui3355,OK,1400,1400,3903,
bui3356,OK,1400,1400,2959,
bui3357,OK,1400,1400,3309,
bui3358,OK,475,475,3715,
bui3359,OK,450,450,4909,
bui336,OK,450,450,3359,
bui3360,OK,450,450,4127,
bui3361,OK,700,700,2844,
bui3362,OK,410,410,5225,
bui3363,OK,1400,1400,3805,
bui3364,OK,900,900,3249,
bui3365,OK,475,475,2735,
bui3366,OK,600,600,3428,
bui3367,OK,1400,1400,3322,
bui3368,OK,410,410,3134,
bui3369,OK,700,700,3181,
bui337,OK,500,500,3463,
bui3370,OK,700,700,2584,
bui3371,OK,475,475,4329,
bui3372,OK,900,900,3497,
bui3373,OK,410,410,3184,
bui3374,OK,425,425,3300,
bui3375,OK,1400,1400,5137,
bui3376,OK,500,500,2609,
bui3377,OK,600,600,2641,
bui3378,OK,450,450,3069,
bui3379,OK,650,650,3032,
bui338,OK,1400,1400,3530,
bui3380,OK,475,475,4136,
bui3381,OK,650,650,4530,
bui3382,OK,550,550,3789,
bui3383,OK,600,600,4721,
bui3384,OK,650,650,2694,
bui3385,OK,425,425,2984,
bui3386,OK,410,410,3489,
bui3387,OK,450,450,3247,
bui3388,OK,410,410,3026,
bui3389,OK,410,410,2612,
bui339,OK,1400,1400,3051,
bui3390,OK,900,900,3239,
bui3391,OK,500,500,3030,
bui3392,OK,600,600,2556,
bui3393,OK,475,475,3076,
bui3394,OK,1150,1150,3453,
bui3395,OK,700,700,3371,
bui3396,OK,410,410,3731,
bui3397,OK,1400,1400,3786,
bui3398,OK,600,600,2913,
bui3399,OK,900,900,3406,
bui34,OK,1150,1150,2900,
bui340,OK,410,410,3443,
bui3400,OK,425,425,7378,
bui3401,OK,425,425,5788,
bui3402,OK,500,500,3383,
bui3403,OK,475,475,2990,
bui3404,OK,700,700,3359,
bui3405,OK,900,900,3514,
bui3406,OK,410,410,2574,
bui3407,OK,700,700,3019,
bui3408,OK,1150,1150,3613,
bui3409,OK,900,900,3270,
bui341,OK,900,900,3678,
bui3410,OK,900,900,3357,
bui3411,OK,700,700,3245,
bui3412,OK,1400,1400,3845,
bui3413,OK,650,650,2965,
bui3414,OK,1400,1400,3202,
bui3415,OK,650,650,2430,
bui3416,OK,1150,1150,3372,
bui3417,OK,900,900,3564,
bui3418,OK,425,425,3291,
bui3419,OK,550,550,3102,
bui342,OK,475,475,3262,
bui3420,OK,600,600,3644,
bui3421,OK,500,500,3131,
bui3422,OK,475,475,2782,
bui3423,OK,900,900,2715,
bui3424,OK,410,410,4232,
bui3425,OK,500,500,3021,
bui3426,OK,1400,1400,4215,
bui3427,OK,550,550,3755,
bui3428,OK,450,450,3121,
bui3429,OK,900,900,2664,
bui343,OK,650,650,3158,
bui3430,OK,1400,1400,3027,
bui3431,OK,450,450,3603,
bui3432,OK,550,550,3649,
bui3433,OK,500,500,2853,
bui3434,OK,410,410,2697,
bui3435,OK,425,425,3517,
bui3436,OK,500,500,3087,
bui3437,OK,410,410,2787,
bui3438,OK,425,425,2680,
bui3439,OK,550,550,3117,
bui344,OK,650,650,3641,
bui3440,OK,650,650,2709,
bui3441,OK,550,550,20380,
bui3442,OK,700,700,3214,
bui3443,OK,550,550,3593,
bui3444,OK,450,450,2497,
bui3445,OK,1400,1400,4066,
bui3446,OK,475,475,3510,
bui3447,OK,1150,1150,2967,
bui3448,OK,650,650,3041,
bui3449,OK,1150,1150,2935,
bui345,OK,425,425,3334,
bui3450,OK,1150,1150,4721,
bui3451,OK,500,500,2882,
bui3452,OK,600,600,3226,
bui3453,OK,450,450,3455,
bui3454,OK,425,425,2871,
bui3455,OK,410,410,4044,
bui3456,OK,600,600,2882,
bui3457,OK,475,475,2632,
bui3458,OK,500,500,3022,
bui3459,OK,600,600,3870,
bui346,OK,550,550,3242,
bui3460,OK,900,900,3176,
bui3461,OK,650,650,2758,
bui3462,OK,410,410,6138,
bui3463,OK,500,500,3307,
bui3464,OK,1400,1400,3709,
bui3465,OK,600,600,3526,
bui3466,OK,425,425,4090,
bui3467,OK,410,410,10658,
bui3468,OK,450,450,3202,
bui3469,OK,450,450,3423,
bui347,OK,600,600,3933,
bui3470,OK,650,650,2801,
bui3471,OK,650,650,4363,
bui3472,OK,900,900,2651,
bui3473,OK,475,475,4228,
bui3474,OK,1150,1150,2710,
bui3475,OK,600,600,2970,
bui3476,OK,900,900,3546,
bui3477,OK,600,600,3538,
bui3478,OK,600,600,2597,
bui3479,OK,650,650,2764,
bui348,OK,650,650,3142,
bui3480,OK,550,550,3063,
bui3481,OK,700,700,2443,
bui3482,OK,500,500,3765,
bui3483,OK,900,900,3476,
bui3484,OK,450,450,3348,
bui3485,OK,550,550,2712,
bui3486,OK,410,410,6525,
bui3487,OK,425,425,2848,
bui3488,OK,550,550,2590,
bui3489,OK,475,475,4235,
bui349,OK,1400,1400,3766,
bui3490,OK,1400,1400,3809,
bui3491,OK,410,410,2992,
bui3492,OK,550,550,3425,
bui3493,OK,425,425,3326,
bui3494,OK,650,650,2606,
bui3495,OK,1150,1150,2752,
bui3496,OK,650,650,3733,
bui3497,OK,600,600,3476,
bui3498,OK,600,600,3714,
bui3499,OK,410,410,3598,
bui35,OK,700,700,2707,
bui350,OK,1400,1400,2566,
bui3500,OK,700,700,3236,
bui3501,OK,475,475,3114,
bui3502,OK,410,410,4459,
bui3503,OK,600,600,3675,
bui3504,OK,550,550,3316,
bui3505,OK,600,600,3750,
bui3506,OK,450,450,5627,
bui3507,OK,475,475,4638,
bui3508,OK,425,425,3038,
bui3509,OK,425,425,4520,
bui351,OK,1400,1400,2846,
bui3510,OK,1150,1150,5624,
bui3511,OK,425,425,4833,
bui3512,OK,550,550,6077,
bui3513,OK,650,650,3023,
bui3514,OK,475,475,7186,
bui3515,OK,500,500,3297,
bui3516,OK,1150,1150,3531,
bui3517,OK,900,900,2956,
bui3518,OK,600,600,4024,
bui3519,OK,500,500,3762,
bui352,OK,650,650,2451,
bui3520,OK,425,425,3354,
bui3521,OK,500,500,3579,
bui3522,OK,450,450,3299,
bui3523,OK,550,550,4521,
bui3524,OK,1400,1400,3849,
bui3525,OK,900,900,3212,
bui3526,OK,450,450,4478,
bui3527,OK,450,450,3837,
bui3528,OK,900,900,5136,
bui3529,OK,1150,1150,2896,
bui353,OK,410,410,3727,
bui3530,OK,500,500,3635,
bui3531,OK,600,600,4990,
bui3532,OK,900,900,2993,
bui3533,OK,1150,1150,2606,
bui3534,OK,550,550,3355,
bui3535,OK,1150,1150,3811,
bui3536,OK,425,425,4026,
bui3537,OK,650,650,3752,
bui3538,OK,500,500,3399,
bui3539,OK,500,500,3139,
bui354,OK,450,450,2717,
bui3540,OK,600,600,6564,
bui3541,OK,1150,1150,2663,
bui3542,OK,475,475,4074,
bui3543,OK,475,475,2680,
bui3544,OK,1150,1150,3842,
bui3545,OK,450,450,2266,
bui3546,OK,410,410,3045,
bui3547,OK,650,650,3108,
bui3548,OK,650,650,4141,
bui3549,OK,410,410,2930,
bui355,OK,650,650,5009,
bui3550,OK,900,900,2714,
bui3551,OK,550,550,3461,
bui3552,OK,500,500,5823,
bui3553,OK,425,425,3881,
bui3554,OK,410,410,4051,
bui3555,OK,1400,1400,3065,
bui3556,OK,475,475,3103,
bui3557,OK,550,550,3918,
bui3558,OK,900,900,5217,
bui3559,OK,700,700,2960,
bui356,OK,410,410,5605,
bui3560,OK,650,650,2450,
bui3561,OK,600,600,3649,
bui3562,OK,600,600,3204,
bui3563,OK,650,650,3137,
bui3564,OK,1400,1400,4451,
bui3565,OK,900,900,3031,
bui3566,OK,1150,1150,3681,
bui3567,OK,700,700,4289,
bui3568,OK,500,500,2403,
bui3569,OK,900,900,4082,
bui357,OK,600,600,3971,
bui3570,OK,475,475,2592,
bui3571,OK,700,700,4483,
bui3572,OK,475,475,4900,
bui3573,OK,900,900,7549,
bui3574,OK,500,500,2446,
bui3575,OK,550,550,2462,
bui3576,OK,600,600,4696,
bui3577,OK,650,650,3006,
bui3578,OK,1150,1150,3345,
bui3579,OK,550,550,10498,
bui358,OK,410,410,3258,
bui3580,OK,475,475,3530,
bui3581,OK,900,900,3069,
bui3582,OK,475,475,3346,
bui3583,OK,410,410,3242,
bui3584,OK,450,450,2483,
bui3585,OK,425,425,3484,
bui3586,OK,425,425,2975,
bui3587,OK,700,700,4400,
bui3588,OK,1400,1400,3628,
bui3589,OK,1400,1400,2910,
bui359,OK,425,425,2969,
bui3590,OK,600,600,4816,
bui3591,OK,425,425,2426,
bui3592,OK,1400,1400,2544,
bui3593,OK,450,450,3584,
bui3594,OK,425,425,3109,
bui3595,OK,550,550,3130,
bui3596,OK,500,500,2851,
bui3597,OK,1400,1400,3692,
bui3598,OK,425,425,3667,
bui3599,OK,475,475,5100,
bui36,OK,1400,1400,3119,
bui360,OK,410,410,3021,
bui3600,OK,600,600,3579,
bui3601,OK,450,450,2800,
bui3602,OK,700,700,2652,
bui3603,OK,550,550,4169,
bui3604,OK,900,900,3142,
bui3605,OK,600,600,3014,
bui3606,OK,500,500,3009,
bui3607,OK,410,410,4509,
bui3608,OK,650,650,2812,
bui3609,OK,1400,1400,20061,
bui361,OK,700,700,3017,
bui3610,OK,600,600,3023,
bui3611,OK,425,425,3382,
bui3612,OK,500,500,7548,
bui3613,OK,425,425,3904,
bui3614,OK,650,650,2700,
bui3615,OK,500,500,3841,
bui3616,OK,425,425,4776,
bui3617,OK,900,900,2821,
bui3618,OK,425,425,6272,
bui3619,OK,650,650,2724,
bui362,OK,475,475,3775,
bui3620,OK,450,450,2794,
bui3621,OK,900,900,5229,
bui3622,OK,650,650,3083,
bui3623,OK,550,550,2504,
bui3624,OK,1400,1400,3217,
bui3625,OK,900,900,4254,
bui3626,OK,900,900,2698,
bui3627,OK,650,650,2704,
bui3628,OK,475,475,2991,
bui3629,OK,600,600,17420,
bui363,OK,425,425,2709,
bui3630,OK,475,475,4093,
bui3631,OK,650,650,2576,
bui3632,OK,650,650,3112,
bui3633,OK,650,650,2595,
bui3634,OK,410,410,3421,
bui3635,OK,425,425,2744,
bui3636,OK,550,550,2379,
bui3637,OK,425,425,4307,
bui3638,OK,1150,1150,3330,
bui3639,OK,700,700,5059,
bui364,OK,475,475,3083,
bui3640,OK,700,700,3245,
bui3641,OK,475,475,3675,
bui3642,OK,650,650,4277,
bui3643,OK,410,410,4316,
bui3644,OK,700,700,4801,
bui3645,OK,700,700,3733,
bui3646,OK,550,550,4132,
bui3647,OK,900,900,4749,
bui3648,OK,410,410,3475,
bui3649,OK,600,600,2383,
bui365,OK,425,425,2963,
bui3650,OK,425,425,2998,
bui3651,OK,1150,1150,3599,
bui3652,OK,410,410,4341,
bui3653,OK,500,500,4470,
bui3654,OK,475,475,2850,
bui3655,OK,450,450,2841,
bui3656,OK,1400,1400,3573,
bui3657,OK,1400,1400,2982,
bui3658,OK,500,500,8482,
bui3659,OK,500,500,2743,
bui366,OK,700,700,4482,
bui3660,OK,600,600,4171,
bui3661,OK,410,410,3330,
bui3662,OK,550,550,4659,
bui3663,OK,600,600,4771,
bui3664,OK,475,475,4963,
bui3665,OK,700,700,4350,
bui3666,OK,500,500,3343,
bui3667,OK,410,410,2368,
bui3668,OK,550,550,3033,
bui3669,OK,600,600,3865,
bui367,OK,410,410,2786,
bui3670,OK,900,900,4159,
bui3671,OK,1150,1150,4167,
bui3672,OK,500,500,2937,
bui3673,OK,1150,1150,2673,
bui3674,OK,650,650,2606,
bui3675,OK,650,650,2514,
bui3676,OK,550,550,3115,
bui3677,OK,425,425,4087,
bui3678,OK,475,475,2564,
bui3679,OK,410,410,2802,
bui368,OK,500,500,2973,
bui3680,OK,475,475,2991,
bui3681,OK,450,450,3170,
bui3682,OK,650,650,3774,
bui3683,OK,450,450,2635,
bui3684,OK,1400,1400,3653,
bui3685,OK,1400,1400,4520,
